,X1,X2,Y1,Y2,EG.5.1
X1,1.0,1.0,1.9825521680915172,1.2737139212263509,58.08075272874248
X2,1.0,1.0,1.9585874810648949,1.2737139212263509,58.08075272874248
Y1,1.9825521680915172,1.9585874810648949,1.0,1.9140020168293184,52.64449056410034
Y2,1.2737139212263509,1.2737139212263509,1.9140020168293184,1.0,55.226715092305355
EG.5.1,58.08075272874248,58.08075272874248,52.64449056410034,55.226715092305355,1.0
