,X1,X2,Y1,Y2,EG.5.1
X1,1.0,4.315847548621253,26.550694230540337,22.940998550435797,59.79554979861947
X2,4.315847548621253,1.0,26.834651567939346,22.940998550435797,59.559490568502014
Y1,26.550694230540337,26.834651567939346,1.0,58.52797302652949,101.36836273122842
Y2,22.940998550435797,22.940998550435797,58.52797302652949,1.0,59.93202497736791
EG.5.1,59.79554979861947,59.559490568502014,101.36836273122842,59.93202497736791,1.0
