,X1,X2,Y1,Y2,EG.5.1
X1,1.0,6.718579648806574,4.111003375259537,2.5353633428176505,54.16151890213705
X2,6.718579648806574,1.0,4.1825166956745745,2.5353633428176505,54.46322353311108
Y1,4.111003375259537,4.1825166956745745,1.0,4.7484400279557555,57.96589248732092
Y2,2.5353633428176505,2.5353633428176505,4.7484400279557555,1.0,54.46322353311108
EG.5.1,54.16151890213705,54.46322353311108,57.96589248732092,54.46322353311108,1.0
