,X1,X2,Y1,Y2,EG.5.1
X1,1.0,149.33838419089454,232.8455946114787,176.66724480259185,4688.4537181807045
X2,149.33838419089454,1.0,234.39015404599058,176.66724480259185,4690.166550715769
Y1,232.8455946114787,234.39015404599058,1.0,286.57800171899373,4739.496016821409
Y2,176.66724480259185,176.66724480259185,286.57800171899373,1.0,4692.064927719716
EG.5.1,4688.4537181807045,4690.166550715769,4739.496016821409,4692.064927719716,1.0
