,X1,X2,Y1,Y2,EG.5.1
X1,1.0,1.1744461597606832,1.09411227937412,1.1044704225806161,1.2944786761187106
X2,1.1744461597606832,1.0,1.1258845088303628,1.1044704225806161,1.3160686879219805
Y1,1.09411227937412,1.1258845088303628,1.0,1.1861797802776337,1.368459729815653
Y2,1.1044704225806161,1.1044704225806161,1.1861797802776337,1.0,1.3160686879219805
EG.5.1,1.2944786761187106,1.3160686879219805,1.368459729815653,1.3160686879219805,1.0
