,X1,X2,Y1,Y2,EG.5.1
X1,1.0,9.121553106266559,11.348956419794778,51.09226496932828,761.1651393505388
X2,9.121553106266559,1.0,13.828767029804478,51.09226496932828,777.919431981723
Y1,11.348956419794778,13.828767029804478,1.0,63.547977146261566,753.6469588360864
Y2,51.09226496932828,51.09226496932828,63.547977146261566,1.0,778.2505124938275
EG.5.1,761.1651393505388,777.919431981723,753.6469588360864,778.2505124938275,1.0
