,X1,X2,Y1,Y2,EG.5.1
X1,1.0,35.91489963675973,57.385467375074406,138.5312465199186,92.16474512846139
X2,35.91489963675973,1.0,126.10988097861869,138.5312465199186,189.4459141192347
Y1,57.385467375074406,126.10988097861869,1.0,432.89837828167776,241.19216199124185
Y2,138.5312465199186,138.5312465199186,432.89837828167776,1.0,189.92936175172676
EG.5.1,92.16474512846139,189.4459141192347,241.19216199124185,189.92936175172676,1.0
